date/time,settlement id,type,order id,Sku,description,quantity,marketplace,account type,fulfillment,order city,order state,order postal,product sales,shipping credits,gift wrap credits,promotional rebates,Total sales tax liable(GST before adjusting TCS),TCS-CGST,TCS-SGST,TCS-IGST,TDS (Section 194-O),selling fees,fba fees,other transaction fees,other,total,Transaction Status,Transaction Release Date,Parsed Date
12 Feb 2026 7:12:15 am UTC,26632871082,Shipping Services,406-3966636-9341139,,Easy Ship weight handling fees,,Amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-100.3,0,-100.3,Released,24 Feb 2026 10:38:38 pm UTC
12 Feb 2026 7:27:54 am UTC,26627204482,Order,406-3966636-9341139,7Q-SH3C-785S,TupTap Human Body Structure Model 3D Puzzles  for 6+Year Old Kids  DIY Educational Science Project | Removable Organs Bones STEM  29 Piece Anatomy Fig,1,amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,BENGALURU,KARNATAKA,562125,665.71,0,0,0,33.29,0,0,-3.33,0,-70.12,0,-40.12,0,585.43,Released,23 Feb 2026 10:09:00 pm UTC
13 Feb 2026 12:04:41 am UTC,26608907422,Order,407-1225982-6809933,HBM-125,TupTap Human Body Structure Model 3D Puzzles  for 6+Year Old Kids  DIY Educational Science Project | Removable Organs Bones STEM  29 Piece Anatomy Fig,1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Amazon,BHUBANESWAR,ODISHA,751021,665.71,0,0,0,33.29,0,0,-3.33,0,-70.12,-83.78,-30.68,0,511.09,Released,21 Feb 2026 8:39:42 pm UTC
13 Feb 2026 6:12:39 am UTC,26646080472,Order,402-5989617-2368313,APK01,TupTap Cotton Air Pillow Pack of 2 PCs Khakhi Color with air Pump | Travelling Pillow for Train  Flight and Bus | Beach & Poolside,1,amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Amazon,DHANDHUKA,GUJARAT,382460,475.24,38.1,0,-38.1,23.76,0,0,-2.38,0,-29.44,-120.36,-15.34,0,331.48,Released,28 Feb 2026 9:26:52 pm UTC
13 Feb 2026 8:24:42 am UTC,26620583412,Order,406-8681812-7774753,APK01,TupTap Cotton Air Pillow Pack of 2 PCs Khakhi Color with air Pump | Travelling Pillow for Train  Flight and Bus | Beach & Poolside,1,amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Amazon,MUMBAI,MAHARASHTRA,400074,0,0,0,0,0,0,0,0,0,0,-120.36,0,0,-120.36,Released,21 Feb 2026 10:51:41 pm UTC
13 Feb 2026 10:55:12 pm UTC,26565023512,Transfer,,,To account ending with: 651,,,Cash On Delivery Transactions and Non-Transactional Fees,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-1102.27,-1102.27,Released,13 Feb 2026 10:55:12 pm UTC
14 Feb 2026 6:52:21 am UTC,26632871082,Shipping Services,406-2690136-7691517,,Easy Ship weight handling fees,,Amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7,Released,26 Feb 2026 6:56:30 pm UTC
14 Feb 2026 7:07:47 am UTC,26632871082,Order,406-2690136-7691517,CSG1H,TupTap Puzzle Rainbow Counting Soft Rubber Fruit Classification Fun Pairing Children's Montessori Early Education Toys  Sorting  Gift for Toddlers Pre,1,amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,Ludhiana,PUNJAB,142022,760.95,0,0,0,38.05,0,0,-3.8,0,-89.57,0,-40.12,0,665.51,Released,25 Feb 2026 10:06:55 pm UTC
15 Feb 2026 1:01:16 am UTC,26579625512,Transfer,,,To account ending with: 651,,,Cash On Delivery Transactions and Non-Transactional Fees,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-511.09,-511.09,Released,15 Feb 2026 1:01:16 am UTC
15 Feb 2026 8:29:55 am UTC,26620542352,Order,403-7959879-2092338,HBM-125,TupTap Human Body Structure Model 3D Puzzles  for 6+Year Old Kids  DIY Educational Science Project | Removable Organs Bones STEM  29 Piece Anatomy Fig,1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Amazon,Surat,Gujarat,395005,665.71,38.1,0,-38.1,33.29,0,0,-3.33,0,-70.12,-120.36,-30.68,0,474.51,Released,28 Feb 2026 4:29:51 am UTC
